label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,4096,4096,65536,bfloat16,cuda,mean,False,27.36742401123047,2734982144,0.0031429894882670597,0.0012480974992067407,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,65536,bfloat16,cuda,mean,False,297.1801452636719,3443874304,0.0016614245043285111,0.00153724674561591,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,65536,bfloat16,cuda,mean,False,316.4804992675781,3408221696,0.0016614245046173612,0.0015706240517218736,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,65536,bfloat16,cuda,mean,False,388.453369140625,3390395904,0.0016614245046173612,0.0015927723390395001,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,65536,bfloat16,cuda,mean,False,171.83847045898438,2370132480,0.004341861633939041,0.00153724674561591,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,65536,bfloat16,cuda,mean,False,208.45773315429688,2300925440,0.001661584798441066,0.0015706240517218736,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,65536,bfloat16,cuda,mean,False,290.671630859375,2266322432,0.0016615288845414375,0.0015927723390395001,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,65536,bfloat16,cuda,mean,False,45.026302337646484,1728349184,0.004341861633939041,0.0015454768065545335,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,65536,bfloat16,cuda,mean,False,64.26624298095703,1728349184,0.001661584798441066,0.0015759437353766012,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,65536,bfloat16,cuda,mean,False,104.85043334960938,1728349184,0.0016615288845414375,0.0015966008072745032,,
auto_fp32,auto,aspect_ratio:2,float32,4096,4096,65536,bfloat16,cuda,mean,False,64.28876495361328,1728349184,0.001661584798441066,0.0015759437353766012,,
liger,,,,4096,4096,65536,bfloat16,cuda,mean,False,80.40633392333984,2802110464,0.0031414206159381293,0.0015726595999985941,,
